categoria,subcategoria,descripcion,precio
"Panes, harinas y masas",Pan recien horneado,Barra de pan El molino de Dia bolsa 125 g,"0,27 €
(2,16 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de molde formato familiar El molino de Dia bolsa 820 g,"1,25 €
(1,52 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de molde blanco sin corteza El molino de Dia bolsa 450 g,"1,25 €
(2,78 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de molde 100% integral familiar El molino de Dia bolsa 820 g,"1,25 €
(1,52 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de hamburguesa maxi El molino de Dia bolsa 300 g,"0,90 €
(3,00 €/KILO)"
"Panes, harinas y masas",Pan de molde,Panecillos para perritos El molino de Dia bolsa 330 g,"0,95 €
(2,88 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de molde blanco El molino de Dia bolsa 460 g,"0,85 €
(1,85 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de molde 100% integral sin corteza El molino de Dia bolsa 450 g,"1,39 €
(3,09 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de molde 100% integral El molino de Dia bolsa 460 g,"0,95 €
(2,07 €/KILO)"
"Panes, harinas y masas",Pan de molde,Pan de hamburguesa brioche El molino de Dia bolsa 300 g,"1,69 €
(5,63 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Regañás El molino de Dia bolsa 250 g,"1,09 €
(4,36 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Regañás con aceite de oliva virgen extra El molino de Dia bolsa 150 g,"1,45 €
(9,67 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Pan tostado normal El molino de Dia bolsa 270 g,"1,05 €
(3,89 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Pan tostado integral El molino de Dia bolsa 270 g,"1,45 €
(5,37 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Biscotes integrales El molino de Dia bolsa 540 g,"2,05 €
(3,80 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Picos camperos con aceite de oliva virgen extra El molino de Dia bolsa 200 g,"1,35 €
(6,75 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Cóctel de picos El molino de Dia bolsa 250 g,"1,25 €
(5,00 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Biscotes El molino de Dia bolsa 540 g,"1,95 €
(3,61 €/KILO)"
"Panes, harinas y masas",Picos y panes tostados,Picos de pan El molino de Dia bolsa 250 g,"0,85 €
(3,40 €/KILO)"
"Panes, harinas y masas",Pan rallado,Preparado para rebozar crujiente sin gluten Esgir bolsa 200 g,"1,75 €
(8,75 €/KILO)"
"Panes, harinas y masas",Pan rallado,Pan rallado sin gluten Panceliac bolsa 200 g,"1,85 €
(9,25 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Harina de trigo El molino de Dia paquete 1 Kg,"0,70 €
(0,70 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Harina de fuerza El molino de Dia paquete 1 Kg,"0,90 €
(0,90 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Levadura en polvo Delimagic sobre 90 g,"0,69 €
(7,67 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Levadura fresca Levanova 2 x 25 g,"0,49 €
(9,80 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Harina 100% de maíz blanco Pan bolsa 1 Kg,"2,49 €
(2,49 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Preparado para hornear en polvo Royal caja 96 g,"2,69 €
(28,02 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Harina de trigo Gallo paquete 1 Kg,"1,39 €
(1,39 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Harina de bizcocho Gallo paquete 1 Kg,"1,79 €
(1,79 €/KILO)"
"Panes, harinas y masas",Harinas y levaduras,Harina de maíz Maizena caja 400 g,"2,99 €
(7,48 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa fina para pizza Al Punto bolsa 260 g,"1,19 €
(4,58 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa de hojaldre Al Punto bolsa 230 g,"1,19 €
(5,17 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa quebrada Al Punto bolsa 230 g,"1,29 €
(5,61 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa para empanadillas y postres Buitoni bolsa 160 g,"1,10 €
(6,88 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa para empanadillas y postres paquete Buitoni bolsa 280 g,"1,99 €
(7,11 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa hojaldre Casa Tarradellas bandeja 260 g,"1,45 €
(5,58 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa fina para pizza Casa Tarradellas bandeja 260 g,"1,45 €
(5,58 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa de hojaldre rectangular Buitoni 230 g,"1,99 €
(8,65 €/KILO)"
"Panes, harinas y masas",Masas y hojaldres,Masa de pizza rectangular Buitoni estuche 350 g,"2,89 €
(8,26 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Preparado de tortitas americanas Mary Lee bolsa 156 g,"1,75 €
(11,22 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Sirope de chocolate Delimagic botella 295 g,"1,65 €
(5,59 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Sirope de fresa Delimagic botella 295 g,"1,65 €
(5,59 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Caramelo líquido Delimagic botella 400 g,"2,29 €
(5,73 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Perlitas de chocolate Dr. Oetker bolsa 100 g,"2,39 €
(23,90 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Preparado para crepes Delimagic frasco 200 g,"1,99 €
(9,95 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Preparado para flanes y natillas Flanin caja 192 g,"1,79 €
(9,32 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Preparado para tarta de queso Royal caja 325 g,"3,99 €
(12,28 €/KILO)"
"Panes, harinas y masas",Preparados para postres,Preparado para pastel fresco sabor limón Royal caja 103 g,"1,60 €
(15,53 €/KILO)"
"Café, cacao e infusiones",Café,Café molido mezcla Cafetería bolsa 2 x 250 g,"3,95 €
(7,90 €/KILO)"
"Café, cacao e infusiones",Café,Café molido natural Cafetería bolsa 2 x 250 g,"3,95 €
(7,90 €/KILO)"
"Café, cacao e infusiones",Café,Café soluble natural Nescafé frasco 200 g,"6,65 €
(33,25 €/KILO)"
"Café, cacao e infusiones",Café,Café en cápsulas espresso intenso Nescafé Dolce Gusto caja 16 unidades,"4,25 €
(0,27 €/UNIDAD)"
"Café, cacao e infusiones",Café,Café con leche en cápsulas Nescafé Dolce Gusto caja 16 unidades,"4,25 €
(0,27 €/UNIDAD)"
"Café, cacao e infusiones",Café,Café en cápsulas espresso intenso Arom'arte caja 20 unidades,"3,79 €
(0,19 €/UNIDAD)"
"Café, cacao e infusiones",Café,Café soluble clásico Cafetería frasco 200 g,"3,15 €
(15,75 €/KILO)"
"Café, cacao e infusiones",Café,Café en cápsulas espresso Colombia L'Or caja 20 unidades,"8,95 €
(0,45 €/UNIDAD)"
"Café, cacao e infusiones",Café,Café molido natural Bonka paquete 250 g,"3,19 €
(12,76 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao soluble Temptation bote 900 g,"3,29 €
(3,66 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao soluble instantáneo Nesquik bote 390 g,"3,29 €
(8,44 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao soluble ColaCao bote 383 g,"3,79 €
(9,90 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao soluble Temptation bote 500 g,"2,30 €
(4,60 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao soluble ColaCao caja 2.5 Kg,"15,99 €
(6,40 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao soluble instantáneo Temptation bote 800 g,"3,85 €
(4,81 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao instantáneo Nesquik bolsa 1.2 Kg,"7,29 €
(6,08 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao soluble 0% azúcares añadidos Temptation bote 325 g,"2,42 €
(7,45 €/KILO)"
"Café, cacao e infusiones",Cacao y solubles,Cacao en polvo Dia bolsa 400 g,"1,90 €
(4,75 €/KILO)"
"Café, cacao e infusiones",Infusiones,Manzanilla con anís Tetería caja 40 unidades,"1,75 €
(0,04 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Manzanilla Dia caja 25 unidades,"0,70 €
(0,03 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Infusión de jengibre con limón Tetería caja 25 unidades,"1,40 €
(0,06 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Infusión poleo menta Tetería caja 25 unidades,"0,90 €
(0,04 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Infusión buenas noches Tetería caja 25 unidades,"1,25 €
(0,05 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Té verde con hierbabuena Tetería caja 25 unidades,"1,55 €
(0,06 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Té verde Tetería caja 25 unidades,"1,10 €
(0,04 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Té negro Tetería caja 25 unidades,"0,90 €
(0,04 €/UNIDAD)"
"Café, cacao e infusiones",Infusiones,Té rojo aromatizado Tetería caja 25 unidades,"1,25 €
(0,05 €/UNIDAD)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Azúcar blanco Dia paquete 1 Kg,"1,45 €
(1,45 €/KILO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Azúcar blanco Azucarera paquete 1 Kg,"1,49 €
(1,49 €/KILO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Edulcorante líquido Dia botella 200 ml,"1,35 €
(6,75 €/LITRO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Edulcorante Dia bote 50 g,"1,29 €
(25,80 €/KILO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Edulcorante en polvo Dia bote 200 g,"3,29 €
(16,45 €/KILO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Azúcar moreno de caña integral Azucarera brik 800 g,"1,85 €
(2,31 €/KILO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Azúcar moreno de caña integral Sidul bolsa 1 Kg,"1,95 €
(1,95 €/KILO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Panela azúcar moreno de caña integral Azucarera bolsa 500 g,"1,99 €
(3,98 €/KILO)"
"Azúcar, chocolates y caramelos",Azucar y edulcorantes,Azúcar blanco en sobres Dia caja 300 g,"1,15 €
(3,83 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de flores Mielove frasco 1 Kg,"4,70 €
(4,70 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de flores antigoteo Mielove frasco 500 g,"3,30 €
(6,60 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de azahar Mielove frasco 350 g,"3,19 €
(9,11 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de romero Mielove frasco 350 g,"3,33 €
(9,51 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de eucalipto Mielove frasco 350 g,"3,19 €
(9,11 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de flores antigoteo Granja san fancisco bote 350 g,"5,50 €
(15,71 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de flores con propóleo Mielove frasco 250 g,"4,49 €
(17,96 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Miel de flores con jalea real Mielove frasco 250 g,"4,49 €
(17,96 €/KILO)"
"Azúcar, chocolates y caramelos",Miel,Sirope de caña antigoteo Ramiflor frasco 500 g,"3,50 €
(7,00 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Mermelada de melocotón extra Fruticampo frasco 650 g,"2,30 €
(3,54 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Piña en su jugo en rodajas Sueños lata 3 x 139 g,"2,39 €
(5,73 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Piña en su jugo en rodajas Sueños lata 490 g,"1,95 €
(3,98 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Mermelada de fresa extra Fruticampo frasco 650 g,"2,30 €
(3,54 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Mermelada de fresas de temporada de Huelva Hero frasco 350 g,"2,60 €
(7,43 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Mermelada de fresa extra Fruticampo frasco 390 g,"1,50 €
(3,85 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Mermelada de melocotón extra Fruticampo frasco 390 g,"1,50 €
(3,85 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Mermelada de fresa 0% sin azúcares añadidos Fruticampo frasco 330 g,"1,60 €
(4,85 €/KILO)"
"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,Mermelada de arándanos extra Fruticampo frasco 320 g,"2,10 €
(6,56 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao con avellanas dúo Temptation bote 400 g,"1,85 €
(4,63 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao con avellanas Temptation bote 400 g,"1,85 €
(4,63 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao con avellanas Nutella bote 350 g,"3,69 €
(10,54 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao con avellanas original Nocilla bote 360 g,"3,49 €
(9,69 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao con avellanas cookies&cream Nocilla bote 180 g,"2,85 €
(15,83 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao y leche de avellanas dúo Nocilla bote 360 g,"3,49 €
(9,69 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao con avellanas original Nocilla bote 620 g,"5,45 €
(8,79 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacahuete Just loading frasco 500 g,"3,19 €
(6,38 €/KILO)"
"Azúcar, chocolates y caramelos",Cremas de cacao,Crema de cacao con avellanas Nutella bote 200 g,"2,49 €
(12,45 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Chocolate con leche Temptation 2 x 150 g,"1,79 €
(5,97 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Chocolate negro 85% cacao Temptation 100 g,"1,25 €
(12,50 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Chocolate negro con almendras enteras Temptation 200 g,"1,75 €
(8,75 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Chocolate blanco Temptation 2 x 200 g,"1,50 €
(7,50 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Chocolate con leche Nestlé Extrafino 3 x 125 g,"3,95 €
(10,53 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Chocolate blanco con relleno de galleta filipinos Nestlé Extrafino 84 g,"1,22 €
(14,52 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Barritas de chocolate con leche y avellanas Temptation bolsa 115 g,"1,50 €
(13,04 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Barritas de chocolate y cacahuete Temptation bolsa 250 g,"1,99 €
(7,96 €/KILO)"
"Azúcar, chocolates y caramelos",Chocolates y bombones,Barritas de barquillo recubierta de chocolate con leche Huesitos bolsa 200 g,"2,45 €
(12,25 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Regaliz rojo torcidas Marcelo Caramelo bolsa 225 g,"1,09 €
(4,84 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Regaliz negro torcidas Marcelo Caramelo bolsa 225 g,"1,09 €
(4,84 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Chicles de hierbabuena sin azúcar Iceberg bote 70 unidades,"1,99 €
(0,03 €/UNIDAD)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Chicles sabor hierbabuena sin azúcar Iceberg bolsa 44.8 g,"0,99 €
(22,10 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Regaliz relleno pica pica Marcelo Caramelo bolsa 225 g,"1,09 €
(4,84 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Caramelo de goma relleno sabor cereza Dulciora Pikotas bolsa 100 g,"1,39 €
(13,90 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Golosinas de fresas con nata Fini bolsa 75 g,"1,05 €
(14,00 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Golosinas surtidas Marcelo Caramelo bolsa 250 g,"1,79 €
(7,16 €/KILO)"
"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",Palotes masticables de frutas Palotes bolsa 90 g,"1,05 €
(11,67 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas rellenas de crema de chocolate Galleteca paquete 500 g,"1,20 €
(2,40 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas dorada maría Galleteca paquete 800 g,"1,60 €
(2,00 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas relieve Galleteca caja 735 g,"1,69 €
(2,30 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas maría Galleteca paquete 800 g,"1,60 €
(2,00 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas de desayuno Cuétara Tostarica caja 570 g,"2,99 €
(5,25 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas de cereales con vitaminas Artiach Dinosaurus caja 411 g,"3,49 €
(8,49 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galleta rellena de crema de chocolate Principe paquete 3 x 300 g,"5,59 €
(6,21 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas tostaditas Galleteca caja 600 g,"1,79 €
(2,98 €/KILO)"
"Galletas, bollos y cereales",Galletas,Galletas de desayuno la buena maría Fontaneda caja 800 g,"3,29 €
(4,11 €/KILO)"
"Galletas, bollos y cereales",Galletas saladas,Galleta salada mini crackers Snack Maniac bote 350 g,"1,29 €
(3,69 €/KILO)"
"Galletas, bollos y cereales",Galletas saladas,Galletas crackers saladas Snack Maniac bolsa 300 g,"1,29 €
(4,30 €/KILO)"
"Galletas, bollos y cereales",Galletas saladas,Crackers Tuc bolsa 100 g,"1,49 €
(14,90 €/KILO)"
"Galletas, bollos y cereales",Galletas saladas,Galletas saladas con aceite de oliva virgen extra Biscuits Galicia bolsa 200 g,"2,09 €
(10,45 €/KILO)"
"Galletas, bollos y cereales",Galletas saladas,Galletas crackers con sal Gran pavesi bolsa 250 g,"2,39 €
(9,56 €/KILO)"
"Galletas, bollos y cereales",Bollería,Magdalenas clásicas El molino de Dia bolsa 515 g,"2,15 €
(4,17 €/KILO)"
"Galletas, bollos y cereales",Bollería,Croissants El molino de Dia bolsa 390 g,"1,99 €
(5,10 €/KILO)"
"Galletas, bollos y cereales",Bollería,Croissants rellenos de cacao y avellanas El molino de Dia bolsa 315 g,"1,99 €
(6,32 €/KILO)"
"Galletas, bollos y cereales",Bollería,Pan de leche El molino de Dia bolsa 350 g,"1,89 €
(5,40 €/KILO)"
"Galletas, bollos y cereales",Bollería,Magdalenas valencianas El molino de Dia bolsa 350 g,"1,49 €
(4,26 €/KILO)"
"Galletas, bollos y cereales",Bollería,Rosquillas glaseadas El molino de Dia caja 208 g,"1,69 €
(8,13 €/KILO)"
"Galletas, bollos y cereales",Bollería,Bocaditos de cacao Mandul bolsa 210 g,"1,25 €
(5,95 €/KILO)"
"Galletas, bollos y cereales",Bollería,Palmeritas El molino de Dia bandeja 245 g,"1,59 €
(6,49 €/KILO)"
"Galletas, bollos y cereales",Bollería,Napolitanas rellenas de crema de cacao El molino de Dia bolsa 270 g,"1,65 €
(6,11 €/KILO)"
"Galletas, bollos y cereales",Cereales,Muesli extra Gran Dia caja 500 g,"1,95 €
(3,90 €/KILO)"
"Galletas, bollos y cereales",Cereales,Copos de avena Gran Dia caja 500 g,"1,00 €
(2,00 €/KILO)"
"Galletas, bollos y cereales",Cereales,Muesli crujiente con chocolate Gran Dia caja 500 g,"2,10 €
(4,20 €/KILO)"
"Galletas, bollos y cereales",Cereales,Cereales rellenos de leche Gran Dia caja 500 g,"2,60 €
(5,20 €/KILO)"
"Galletas, bollos y cereales",Cereales,Cereales rellenos con chocolate y avena Gran Dia caja 500 g,"2,15 €
(4,30 €/KILO)"
"Galletas, bollos y cereales",Cereales,Cereales copos de maíz corn flakes Gran Dia caja 500 g,"1,45 €
(2,90 €/KILO)"
"Galletas, bollos y cereales",Cereales,Cereales de pétalos de trigo y chocolate Gran Dia caja 500 g,"1,80 €
(3,60 €/KILO)"
"Galletas, bollos y cereales",Cereales,Cereales copos de maíz corn flakes Kellogg's Corn Flakes caja 500 g,"2,99 €
(5,98 €/KILO)"
"Galletas, bollos y cereales",Cereales,Cereales de arroz inflado Kellogg's Choco Krispies caja 420 g,"3,55 €
(8,45 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Tortitas de maíz Naturmundo bolsa 130 g,"1,25 €
(9,62 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Tortitas de arroz integral con chocolate blanco Naturmundo bolsa 130 g,"1,60 €
(12,31 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Tortitas de arroz integral con chocolate negro Naturmundo bolsa 130 g,"1,60 €
(12,31 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Mini tortitas de maíz y arroz sabor jamón Naturmundo bolsa 75 g,"1,35 €
(18,00 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Tortitas de arroz integral Naturmundo bolsa 130 g,"1,25 €
(9,62 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Tortitas de maíz con chocolate negro Naturmundo bolsa 90 g,"1,29 €
(14,33 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Mini tortitas de maíz y arroz sabor queso Naturmundo bolsa 75 g,"1,35 €
(18,00 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Mini tortitas sabor campesina Naturmundo bolsa 75 g,"1,35 €
(18,00 €/KILO)"
"Galletas, bollos y cereales",Tortitas,Tortitas de arroz con chocolate blanco y frutos rojos Bicentury bolsa 184 g,"2,55 €
(13,86 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Patatas fritas onduladas sabor jamón Snack Maniac bolsa 170 g,"1,36 €
(8,00 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Patatas artesanas a la sartén Snack Maniac bolsa 2 x 150 g,"1,95 €
(6,50 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Patatas fritas lisas al punto de sal Snack Maniac bolsa 200 g,"1,29 €
(6,45 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Cóctel de aperitivos Snack Maniac bolsa 200 g,"1,50 €
(7,50 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Patatas fritas gourmet Lay's bolsa 170 g,"2,79 €
(16,41 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Patatas fritas onduladas sabor a jamón Ruffles bolsa 275 g,"3,39 €
(12,33 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Patatas fritas original Pringles bote 165 g,"2,59 €
(15,70 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Nachos sabor a queso Doritos bolsa 260 g,"3,49 €
(13,42 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Patatas fritas y snacks,Nachos sabor a queso Snack Maniac bolsa 150 g,"0,95 €
(6,33 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Aceitunas negras sin hueso Vegecampo lata 150 g,"1,20 €
(8,00 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Aceitunas rellenas de anchoa suave Vegecampo lata 150 g,"1,40 €
(9,33 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Aceitunas rellenas de anchoa Vegecampo lata 3 x 50 g,"1,60 €
(10,67 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Pepinillos agridulces Vegecampo frasco 360 g,"1,55 €
(4,31 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Aceitunas verdes sin hueso Vegecampo frasco 400 g,"2,60 €
(6,50 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Aceitunas rellenas de anchoa Vegecampo lata 3 x 150 g,"3,15 €
(7,00 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Pepinillos y cebollitas Vegecampo frasco 380 g,"1,85 €
(4,87 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Pepinillos pequeños Vegecampo frasco 180 g,"1,15 €
(6,39 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Aceitunas y encurtidos,Pepinillos sabor anchoa Vegecampo frasco 180 g,"1,29 €
(7,17 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Nueces sin cáscara al natural Naturmundo bolsa 200 g,"2,00 €
(10,00 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Anacardo al natural Naturmundo bolsa 200 g,"2,30 €
(11,50 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Pistachos tostados sin sal Naturmundo bolsa 250 g,"3,35 €
(13,40 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Pistachos tostados con sal Naturmundo bolsa 250 g,"3,35 €
(13,40 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Almendras al natural con piel Naturmundo bolsa 200 g,"2,05 €
(10,25 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Avellanas tostadas Naturmundo bolsa 200 g,"3,10 €
(15,50 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Palomitas con sal Snack Maniac caja 270 g,"1,25 €
(4,63 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Cacahuete frito salado Naturmundo bolsa 250 g,"1,15 €
(4,60 €/KILO)"
"Patatas fritas, encurtidos y frutos secos",Frutos secos,Mix de frutos secos clásico Naturmundo bolsa 200 g,"1,95 €
(9,75 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza jamón y queso Al Punto bandeja 400 g,"2,49 €
(6,23 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza barbacoa Al Punto bandeja 425 g,"2,59 €
(6,09 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza 4 quesos Al Punto bandeja 390 g,"2,69 €
(6,90 €/KILO)"
Pizzas y platos preparados,Pizzas,Pizza carbonara Al Punto bandeja 400 g,"2,69 €
(6,73 €/KILO)"
